"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH-1",".0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
704869.526,3621189.419,94.609,61.797,2,7,1.7,03:55.3,11/29/2018
704869.789,3621189.891,94.258,60.586,2,7,1.7,03:55.5,11/29/2018
704870.261,3621190.726,93.32,59.844,2,7,1.7,03:55.8,11/29/2018
704870.391,3621190.955,90.859,58.945,2,7,1.7,03:55.9,11/29/2018
704870.681,3621191.468,89.18,59.023,2,7,1.7,03:56.1,11/29/2018
704871.068,3621192.15,87.969,57.227,2,7,1.7,03:56.3,11/29/2018
704871.25,3621192.471,85.234,54.531,2,7,1.7,03:56.4,11/29/2018
704871.929,3621193.697,81.25,53.008,2,7,1.7,03:56.9,11/29/2018
704872.656,3621195.016,78.32,51.094,2,7,1.7,03:57.4,11/29/2018
704872.773,3621195.23,75.586,50.039,2,7,1.7,03:57.4,11/29/2018
704872.881,3621195.425,75.195,50.43,2,7,1.7,03:57.5,11/29/2018
704872.973,3621195.587,76.797,52.031,2,7,1.7,03:57.6,11/29/2018
704873.206,3621195.988,79.102,55.117,2,7,1.7,03:57.7,11/29/2018
704874.173,3621197.654,83.555,58.477,2,7,1.7,03:58.3,11/29/2018
704874.225,3621197.743,88.008,61.641,2,7,1.7,03:58.3,11/29/2018
704874.279,3621197.836,92.5,65.977,2,7,1.7,03:58.3,11/29/2018
704874.308,3621197.886,96.953,68.633,2,7,1.7,03:58.4,11/29/2018
704874.999,3621199.054,101.68,72.578,2,7,1.7,03:58.8,11/29/2018
704875.125,3621199.263,106.133,75,2,7,1.7,03:58.8,11/29/2018
704875.661,3621200.156,109.688,76.445,2,7,1.7,03:59.1,11/29/2018
704875.695,3621200.213,113.008,77.617,2,7,1.7,03:59.1,11/29/2018
704876.069,3621200.837,113.711,78.125,2,7,1.7,03:59.3,11/29/2018
704876.387,3621201.366,115.195,78.164,2,7,1.7,03:59.5,11/29/2018
704876.765,3621202.02,114.961,76.641,2,7,1.7,03:59.7,11/29/2018
704877.041,3621202.498,115.742,78.555,2,7,1.7,03:59.9,11/29/2018
704877.469,3621203.239,116.055,79.922,2,7,1.7,04:00.1,11/29/2018
704877.667,3621203.582,116.172,80.117,2,7,1.7,04:00.2,11/29/2018
704878.022,3621204.196,115.195,80.234,2,7,1.7,04:00.4,11/29/2018
704878.483,3621204.984,116.133,79.766,2,7,1.7,04:00.7,11/29/2018
704878.736,3621205.416,115.898,79.648,2,7,1.7,04:00.8,11/29/2018
704879.039,3621205.933,115.43,79.492,2,7,1.7,04:01.0,11/29/2018
704879.395,3621206.539,114.609,76.484,2,7,1.7,04:01.2,11/29/2018
704879.722,3621207.096,114.297,77.656,2,7,1.7,04:01.4,11/29/2018
704880.101,3621207.744,113.75,76.719,2,7,1.7,04:01.6,11/29/2018
704880.468,3621208.377,112.695,76.016,2,7,1.7,04:01.8,11/29/2018
704880.936,3621209.186,112.344,75.781,2,7,1.7,04:02.0,11/29/2018
704881.197,3621209.637,111.953,75.781,2,7,1.7,04:02.2,11/29/2018
704881.525,3621210.203,111.758,75.898,2,7,1.7,04:02.4,11/29/2018
704881.821,3621210.714,111.445,76.094,2,7,1.7,04:02.5,11/29/2018
704882.421,3621211.741,111.328,74.18,2,7,1.7,04:02.8,11/29/2018
704882.531,3621211.929,108.359,72.266,2,7,1.7,04:02.9,11/29/2018
704883.089,3621212.882,106.133,71.367,2,7,1.7,04:03.2,11/29/2018
704883.556,3621213.678,104.297,70.625,2,7,1.7,04:03.4,11/29/2018
704883.677,3621213.885,102.109,67.695,2,7,1.7,04:03.5,11/29/2018
704884.055,3621214.522,97.344,63.828,2,7,1.7,04:03.7,11/29/2018
704884.314,3621214.959,93.203,61.484,2,7,1.7,04:03.9,11/29/2018
704884.675,3621215.569,90.078,61.094,2,7,1.7,04:04.1,11/29/2018
704885.086,3621216.261,90.273,61.523,2,7,1.7,04:04.3,11/29/2018
704885.925,3621217.652,91.484,61.289,2,7,1.7,04:04.7,11/29/2018
704886.146,3621218.013,91.641,61.992,2,7,1.7,04:04.9,11/29/2018
704886.323,3621218.3,91.094,62.578,2,7,1.7,04:05.0,11/29/2018
704886.396,3621218.419,89.453,59.258,2,7,1.7,04:05.0,11/29/2018
704886.844,3621219.149,84.258,54.844,2,7,1.7,04:05.3,11/29/2018
704887.219,3621219.761,79.414,52.188,2,7,1.7,04:05.5,11/29/2018
704887.348,3621219.971,74.688,48.633,2,7,1.7,04:05.6,11/29/2018
704887.661,3621220.483,70.781,45.664,2,7,1.7,04:05.8,11/29/2018
704887.947,3621220.953,69.492,47.852,2,7,1.7,04:05.9,11/29/2018
704888.299,3621221.528,68.359,48.867,2,7,1.7,04:06.2,11/29/2018
704888.722,3621222.221,68.711,48.203,2,7,1.7,04:06.4,11/29/2018
704888.926,3621222.56,67.344,46.133,2,7,1.7,04:06.6,11/29/2018
704889.318,3621223.235,66.328,44.844,2,7,1.7,04:06.8,11/29/2018
704889.442,3621223.45,66.875,45.078,2,7,1.7,04:06.9,11/29/2018
704891.496,3621226.975,68.711,47.07,2,7,1.7,04:08.2,11/29/2018
704891.551,3621227.07,69.688,47.5,2,7,1.7,04:08.2,11/29/2018
704891.628,3621227.2,70.664,46.914,2,7,1.7,04:08.3,11/29/2018
704891.702,3621227.328,70.547,45.938,2,7,1.7,04:08.3,11/29/2018
704891.793,3621227.482,69.961,46.602,2,7,1.7,04:08.4,11/29/2018
704891.823,3621227.534,69.688,47.695,2,7,1.7,04:08.4,11/29/2018
704891.858,3621227.594,69.766,46.25,2,7,1.7,04:08.4,11/29/2018
704892.276,3621228.32,69.492,46.602,2,7,1.7,04:08.7,11/29/2018
704892.38,3621228.501,71.484,47.031,2,7,1.7,04:08.8,11/29/2018
704892.475,3621228.668,72.969,49.609,2,7,1.7,04:08.8,11/29/2018
704892.87,3621229.359,75.156,51.367,2,7,1.7,04:09.1,11/29/2018
704893.117,3621229.791,75.82,51.367,2,7,1.7,04:09.2,11/29/2018
704893.574,3621230.591,75.938,51.25,2,7,1.7,04:09.5,11/29/2018
704894.938,3621232.956,76.172,50.898,2,7,1.7,04:10.3,11/29/2018
704895.802,3621234.425,76.016,51.289,2,7,1.7,04:10.9,11/29/2018
704895.966,3621234.701,75.039,49.609,2,7,1.7,04:11.0,11/29/2018
704896.102,3621234.93,72.734,48.711,2,7,1.7,04:11.0,11/29/2018
704896.132,3621234.98,70.391,46.758,2,7,1.7,04:11.1,11/29/2018
704896.177,3621235.056,67.93,45.508,2,7,1.7,04:11.1,11/29/2018
704896.349,3621235.346,67.344,46.133,2,7,1.7,04:11.2,11/29/2018
704896.376,3621235.391,68.984,48.281,2,7,1.7,04:11.2,11/29/2018
704896.404,3621235.438,71.016,50.43,2,7,1.7,04:11.2,11/29/2018
704896.447,3621235.511,74.414,52.812,2,7,1.7,04:11.3,11/29/2018
704896.871,3621236.225,76.875,53.164,2,7,1.7,04:11.5,11/29/2018
704897.047,3621236.549,77.969,53.359,2,7,1.7,04:11.6,11/29/2018
704897.335,3621237.09,79.766,55.352,2,7,1.7,04:11.8,11/29/2018
704898.182,3621238.681,81.289,56.211,2,7,1.7,04:12.5,11/29/2018
704898.639,3621239.482,83.047,56.641,2,7,1.7,04:12.7,11/29/2018
704898.727,3621239.633,84.258,56.367,2,7,1.7,04:12.8,11/29/2018
704898.855,3621239.855,85.117,57.305,2,7,1.7,04:12.9,11/29/2018
704898.938,3621239.997,87.5,60.195,2,7,1.7,04:12.9,11/29/2018
704899.114,3621240.3,89.336,60.273,2,7,1.7,04:13.0,11/29/2018
704899.346,3621240.699,89.805,60.195,2,7,1.7,04:13.2,11/29/2018
704899.683,3621241.278,89.805,60.547,2,7,1.7,04:13.4,11/29/2018
704900.091,3621241.984,90.195,60.117,2,7,1.7,04:13.6,11/29/2018
704900.304,3621242.356,90.352,59.922,2,7,1.7,04:13.7,11/29/2018
704900.649,3621242.96,89.219,58.359,2,7,1.7,04:13.9,11/29/2018
704901.037,3621243.64,87.812,58.242,2,7,1.7,04:14.2,11/29/2018
704901.456,3621244.373,89.18,60.195,2,7,1.7,04:14.4,11/29/2018
704901.905,3621245.156,92.227,62.461,2,7,1.7,04:14.7,11/29/2018
704902.155,3621245.59,96.289,65.234,2,7,1.7,04:14.8,11/29/2018
704902.243,3621245.744,99.648,67.734,2,7,1.7,04:14.9,11/29/2018
704902.549,3621246.275,102.383,69.609,2,7,1.7,04:15.1,11/29/2018
704902.959,3621246.987,105.039,70.117,2,7,1.7,04:15.3,11/29/2018
704903.309,3621247.596,106.289,71.289,2,7,1.7,04:15.5,11/29/2018
704903.597,3621248.108,107.617,73.203,2,7,1.7,04:15.7,11/29/2018
704903.955,3621248.746,110.742,74.414,2,7,1.7,04:15.9,11/29/2018
704904.207,3621249.193,112.07,75.625,2,7,1.7,04:16.0,11/29/2018
704904.488,3621249.694,112.5,76.055,2,7,1.7,04:16.2,11/29/2018
704904.774,3621250.204,113.086,77.852,2,7,1.7,04:16.4,11/29/2018
704905.139,3621250.847,114.57,77.773,2,7,1.7,04:16.6,11/29/2018
704905.608,3621251.657,115.781,78.555,2,7,1.7,04:16.9,11/29/2018
704905.925,3621252.205,116.641,78.75,2,7,1.7,04:17.0,11/29/2018
704906.59,3621253.354,117.422,79.688,2,7,1.7,04:17.4,11/29/2018
704906.65,3621253.459,117.031,78.242,2,7,1.7,04:17.5,11/29/2018
704907.08,3621254.186,117.656,79.023,2,7,1.7,04:17.7,11/29/2018
704907.458,3621254.823,116.641,78.75,2,7,1.7,04:17.9,11/29/2018
704907.733,3621255.286,116.875,78.906,2,7,1.7,04:18.1,11/29/2018
704908.09,3621255.887,116.406,78.516,2,7,1.7,04:18.3,11/29/2018
704908.439,3621256.474,115.82,78.281,2,7,1.7,04:18.5,11/29/2018
704908.811,3621257.09,115.078,77.734,2,7,1.7,04:18.7,11/29/2018
704909.637,3621258.452,115.156,77.969,2,7,1.7,04:19.2,11/29/2018
704909.734,3621258.611,115.547,77.852,2,7,1.7,04:19.2,11/29/2018
704909.793,3621258.709,116.133,79.023,2,7,1.7,04:19.3,11/29/2018
704910.337,3621259.608,116.797,79.414,2,7,1.7,04:19.6,11/29/2018
704910.491,3621259.866,117.109,79.258,2,7,1.7,04:19.6,11/29/2018
704910.837,3621260.443,117.539,80.82,2,7,1.7,04:19.8,11/29/2018
704911.133,3621260.938,118.125,80.469,2,7,1.7,04:20.0,11/29/2018
704911.424,3621261.424,116.836,78.75,2,7,1.7,04:20.2,11/29/2018
704911.921,3621262.253,115.664,78.281,2,7,1.7,04:20.4,11/29/2018
704912.119,3621262.587,114.805,77.422,2,7,1.7,04:20.6,11/29/2018
704912.463,3621263.168,113.281,76.211,2,7,1.7,04:20.8,11/29/2018
704912.877,3621263.87,111.953,75.82,2,7,1.7,04:21.0,11/29/2018
704913.142,3621264.32,110.547,75.234,2,7,1.7,04:21.1,11/29/2018
704913.64,3621265.163,109.727,73.75,2,7,1.7,04:21.4,11/29/2018
704913.999,3621265.779,108.008,72.422,2,7,1.7,04:21.6,11/29/2018
704914.157,3621266.054,106.289,71.992,2,7,1.7,04:21.7,11/29/2018
704914.503,3621266.654,105.156,69.688,2,7,1.7,04:21.9,11/29/2018
704914.826,3621267.215,103.594,68.711,2,7,1.7,04:22.1,11/29/2018
704915.138,3621267.755,102.539,68.906,2,7,1.7,04:22.3,11/29/2018
704915.42,3621268.244,102.422,68.516,2,7,1.7,04:22.5,11/29/2018
704915.765,3621268.839,101.133,69.062,2,7,1.7,04:22.7,11/29/2018
704916.188,3621269.566,99.648,67.109,2,7,1.7,04:22.9,11/29/2018
704916.483,3621270.072,97.734,66.211,2,7,1.7,04:23.1,11/29/2018
704916.864,3621270.726,93.438,62.812,2,7,1.7,04:23.3,11/29/2018
704917.08,3621271.096,89.219,60.469,2,7,1.7,04:23.4,11/29/2018
704917.383,3621271.624,86.719,57.656,2,7,1.7,04:23.6,11/29/2018
704918.135,3621272.953,85.547,57.969,2,7,1.7,04:24.0,11/29/2018
704918.215,3621273.093,86.094,59.922,2,7,1.7,04:24.1,11/29/2018
704918.365,3621273.359,88.477,61.914,2,7,1.7,04:24.2,11/29/2018
704918.945,3621274.384,90.664,63.438,2,7,1.7,04:24.5,11/29/2018
704919.033,3621274.539,91.836,64.023,2,7,1.7,04:24.6,11/29/2018
704919.777,3621275.847,92.656,64.844,2,7,1.7,04:25.0,11/29/2018
704919.833,3621275.945,93.32,64.023,2,7,1.7,04:25.0,11/29/2018
704919.983,3621276.21,92.305,62.734,2,7,1.7,04:25.1,11/29/2018
704920.282,3621276.736,91.719,62.5,2,7,1.7,04:25.3,11/29/2018
704920.622,3621277.334,91.055,62.109,2,7,1.7,04:25.5,11/29/2018
704921.012,3621278.009,90.781,63.359,2,7,1.7,04:25.8,11/29/2018
704921.249,3621278.42,90.391,63.398,2,7,1.7,04:25.9,11/29/2018
704921.682,3621279.17,90.391,63.125,2,7,1.7,04:26.2,11/29/2018
704922.131,3621279.948,90.938,63.242,2,7,1.7,04:26.5,11/29/2018
704922.198,3621280.063,91.172,63.359,2,7,1.7,04:26.5,11/29/2018
704922.81,3621281.059,89.883,61.953,2,7,1.7,04:26.9,11/29/2018
704922.988,3621281.348,87.383,60.82,2,7,1.7,04:27.0,11/29/2018
704924.174,3621283.277,85.703,58.516,2,7,1.7,04:27.8,11/29/2018
704924.425,3621283.687,84.375,58.047,2,7,1.7,04:28.0,11/29/2018
704924.492,3621283.796,83.438,57.148,2,7,1.7,04:28.0,11/29/2018
704924.677,3621284.099,81.914,56.641,2,7,1.7,04:28.2,11/29/2018
704924.699,3621284.135,80.781,56.172,2,7,1.7,04:28.2,11/29/2018
704924.737,3621284.196,80.391,55.195,2,7,1.7,04:28.2,11/29/2018
704924.877,3621284.426,80.273,55.898,2,7,1.7,04:28.3,11/29/2018
704924.982,3621284.597,81.484,56.641,2,7,1.7,04:28.4,11/29/2018
704925.256,3621285.04,83.047,57.5,2,7,1.7,04:28.6,11/29/2018
704925.474,3621285.384,84.023,58.711,2,7,1.7,04:28.8,11/29/2018
704925.847,3621285.974,85.039,59.102,2,7,1.7,04:29.0,11/29/2018
704926.166,3621286.478,85.859,60.391,2,7,1.7,04:29.3,11/29/2018
704926.223,3621286.568,86.953,60.352,2,7,1.7,04:29.3,11/29/2018
704926.471,3621286.959,86.68,60.391,2,7,1.7,04:29.5,11/29/2018
704926.689,3621287.313,86.992,59.648,2,7,1.7,04:29.7,11/29/2018
704926.916,3621287.682,87.578,60.43,2,7,1.7,04:29.9,11/29/2018
704927.183,3621288.117,87.969,60.625,2,7,1.7,04:30.1,11/29/2018
704927.472,3621288.587,87.578,58.789,2,7,1.7,04:30.3,11/29/2018
704927.743,3621289.028,87.148,59.609,2,7,1.7,04:30.5,11/29/2018
704927.893,3621289.283,86.875,59.57,2,7,1.7,04:30.6,11/29/2018
704928.1,3621289.641,85.273,58.32,2,7,1.7,04:30.8,11/29/2018
704928.341,3621290.058,82.109,56.562,2,7,1.7,04:31.0,11/29/2018
704928.576,3621290.464,79.023,53.32,2,7,1.7,04:31.2,11/29/2018
704928.81,3621290.869,77.461,51.641,2,7,1.7,04:31.4,11/29/2018
704929.024,3621291.24,75.352,51.094,2,7,1.7,04:31.6,11/29/2018
704929.251,3621291.636,74.375,51.211,2,7,1.7,04:31.8,11/29/2018
704929.441,3621291.968,75.117,53.125,2,7,1.7,04:32.0,11/29/2018
704929.655,3621292.341,77.227,55.664,2,7,1.7,04:32.1,11/29/2018
704930.404,3621293.649,79.297,57.109,2,7,1.7,04:32.8,11/29/2018
704930.471,3621293.767,79.844,57.656,2,7,1.7,04:32.9,11/29/2018
704930.525,3621293.862,80.078,57.344,2,7,1.7,04:32.9,11/29/2018
704930.543,3621293.893,79.648,56.562,2,7,1.7,04:32.9,11/29/2018
704930.755,3621294.263,79.453,56.328,2,7,1.7,04:33.1,11/29/2018
704931.095,3621294.858,79.609,56.523,2,7,1.7,04:33.4,11/29/2018
704931.212,3621295.061,80.078,55.703,2,7,1.7,04:33.5,11/29/2018
704931.436,3621295.456,79.688,55.117,2,7,1.7,04:33.7,11/29/2018
704931.589,3621295.724,79.453,55.234,2,7,1.7,04:33.8,11/29/2018
704931.826,3621296.141,79.102,55.156,2,7,1.7,04:34.1,11/29/2018
704932.28,3621296.939,79.258,55.312,2,7,1.7,04:34.4,11/29/2018
704932.328,3621297.023,78.867,55.977,2,7,1.7,04:34.5,11/29/2018
704932.488,3621297.304,79.648,55.586,2,7,1.7,04:34.6,11/29/2018
704932.717,3621297.709,79.453,55.938,2,7,1.7,04:34.8,11/29/2018
704932.964,3621298.144,80.352,56.875,2,7,1.7,04:35.0,11/29/2018
704933.168,3621298.502,80.312,56.562,2,7,1.7,04:35.2,11/29/2018
704933.397,3621298.906,80.82,57.539,2,7,1.7,04:35.4,11/29/2018
704933.623,3621299.309,80.312,57.305,2,7,1.7,04:35.6,11/29/2018
704933.877,3621299.77,80.469,56.641,2,7,1.7,04:35.8,11/29/2018
704934.036,3621300.059,80.312,57.305,2,7,1.7,04:35.9,11/29/2018
704934.335,3621300.603,78.516,54.219,2,7,1.7,04:36.2,11/29/2018
704934.508,3621300.918,77.695,55.117,2,7,1.7,04:36.4,11/29/2018
704934.701,3621301.268,77.109,54.453,2,7,1.7,04:36.5,11/29/2018
704934.97,3621301.767,77.148,54.727,2,7,1.7,04:36.7,11/29/2018
704935.168,3621302.138,76.445,53.203,2,7,1.7,04:36.9,11/29/2018
704935.362,3621302.499,75.039,50.859,2,7,1.7,04:37.1,11/29/2018
704935.744,3621303.212,73.672,50,2,7,1.7,04:37.4,11/29/2018
704935.86,3621303.428,72.266,48.828,2,7,1.7,04:37.5,11/29/2018
704936.078,3621303.805,69.805,47.93,2,7,1.7,04:37.7,11/29/2018
704936.321,3621304.221,68.633,46.562,2,7,1.7,04:37.9,11/29/2018
704936.515,3621304.554,67.5,45.703,2,7,1.7,04:38.0,11/29/2018
704936.778,3621305.003,67.539,46.797,2,7,1.7,04:38.2,11/29/2018
704937.352,3621305.995,67.773,48.164,2,7,1.7,04:38.7,11/29/2018
704937.404,3621306.088,68.594,48.32,2,7,1.7,04:38.7,11/29/2018
704937.464,3621306.193,70.859,50.586,2,7,1.7,04:38.8,11/29/2018
704937.724,3621306.65,73.984,53.555,2,7,1.7,04:39.0,11/29/2018
704937.904,3621306.966,78.008,56.68,2,7,1.7,04:39.2,11/29/2018
704938.163,3621307.423,81.406,57.461,2,7,1.7,04:39.4,11/29/2018
704938.398,3621307.836,84.18,60.156,2,7,1.7,04:39.6,11/29/2018
704938.642,3621308.266,86.172,62.344,2,7,1.7,04:39.8,11/29/2018
704938.895,3621308.71,88.359,63.047,2,7,1.7,04:40.0,11/29/2018
704939.098,3621309.068,89.258,63.125,2,7,1.7,04:40.1,11/29/2018
704939.322,3621309.461,89.453,63.75,2,7,1.7,04:40.3,11/29/2018
704939.562,3621309.884,90.234,65.547,2,7,1.7,04:40.5,11/29/2018
704939.837,3621310.371,91.523,65.508,2,7,1.7,04:40.7,11/29/2018
704940.044,3621310.739,91.445,65.469,2,7,1.7,04:40.9,11/29/2018
704940.268,3621311.136,91.211,64.414,2,7,1.7,04:41.1,11/29/2018
704940.537,3621311.612,90.586,62.773,2,7,1.7,04:41.3,11/29/2018
704940.735,3621311.963,89.414,62.188,2,7,1.7,04:41.4,11/29/2018
704941.026,3621312.487,87.93,61.25,2,7,1.7,04:41.7,11/29/2018
704941.274,3621312.936,86.406,60.156,2,7,1.7,04:41.9,11/29/2018
704941.495,3621313.337,84.961,59.883,2,7,1.7,04:42.1,11/29/2018
704941.715,3621313.736,83.711,58.477,2,7,1.7,04:42.2,11/29/2018
704941.977,3621314.212,81.836,57.539,2,7,1.7,04:42.4,11/29/2018
704942.178,3621314.56,81.406,56.602,2,7,1.7,04:42.6,11/29/2018
704942.412,3621314.946,82.305,57.852,2,7,1.7,04:42.8,11/29/2018
704942.704,3621315.428,83.711,58.789,2,7,1.7,04:43.0,11/29/2018
704942.942,3621315.821,85.312,60.234,2,7,1.7,04:43.2,11/29/2018
704943.234,3621316.302,86.406,60.82,2,7,1.7,04:43.4,11/29/2018
704943.561,3621316.847,87.188,61.289,2,7,1.7,04:43.6,11/29/2018
704943.725,3621317.123,87.07,62.227,2,7,1.7,04:43.7,11/29/2018
704943.993,3621317.574,86.992,61.719,2,7,1.7,04:43.9,11/29/2018
704944.25,3621318.008,87.93,62.305,2,7,1.7,04:44.1,11/29/2018
704944.479,3621318.392,88.789,63.242,2,7,1.7,04:44.3,11/29/2018
704944.747,3621318.843,88.984,62.891,2,7,1.7,04:44.5,11/29/2018
704945.017,3621319.307,90.156,64.375,2,7,1.7,04:44.7,11/29/2018
704945.237,3621319.684,91.602,64.805,2,7,1.7,04:44.9,11/29/2018
704945.531,3621320.189,91.992,65.117,2,7,1.7,04:45.1,11/29/2018
704945.721,3621320.515,92.07,65.391,2,7,1.7,04:45.2,11/29/2018
704946.069,3621321.112,92.422,64.609,2,7,1.7,04:45.5,11/29/2018
704946.261,3621321.434,93.633,65.938,2,7,1.7,04:45.6,11/29/2018
704946.559,3621321.933,96.172,69.062,2,7,1.7,04:45.8,11/29/2018
704946.874,3621322.458,98.398,70.508,2,7,1.7,04:46.1,11/29/2018
704947.094,3621322.825,99.688,71.25,2,7,1.7,04:46.2,11/29/2018
704947.302,3621323.172,99.805,70.234,2,7,1.7,04:46.4,11/29/2018
704947.596,3621323.657,99.414,69.766,2,7,1.7,04:46.6,11/29/2018
704947.915,3621324.169,100.859,70.195,2,7,1.7,04:46.8,11/29/2018
704948.143,3621324.533,103.594,72.852,2,7,1.7,04:47.0,11/29/2018
704948.396,3621324.94,104.961,74.102,2,7,1.7,04:47.2,11/29/2018
704948.669,3621325.378,106.094,74.961,2,7,1.7,04:47.3,11/29/2018
704949.226,3621326.329,107.227,74.102,2,7,1.7,04:47.7,11/29/2018
704949.447,3621326.728,106.836,73.125,2,7,1.7,04:47.9,11/29/2018
704949.84,3621327.441,107.656,74.844,2,7,1.7,04:48.2,11/29/2018
704950.024,3621327.773,108.359,75.547,2,7,1.7,04:48.3,11/29/2018
704950.261,3621328.203,108.633,76.25,2,7,1.7,04:48.5,11/29/2018
704950.487,3621328.611,108.906,76.562,2,7,1.7,04:48.7,11/29/2018
704950.737,3621329.06,109.727,77.422,2,7,1.7,04:48.9,11/29/2018
704951.022,3621329.575,109.922,77.344,2,7,1.7,04:49.1,11/29/2018
704951.253,3621329.99,110.781,78.008,2,7,1.7,04:49.2,11/29/2018
704951.572,3621330.566,112.188,78.867,2,7,1.7,04:49.5,11/29/2018
704951.847,3621331.061,112.812,79.336,2,7,1.7,04:49.7,11/29/2018
704952.117,3621331.547,113.945,79.141,2,7,1.7,04:49.9,11/29/2018
704952.318,3621331.908,114.727,79.258,2,7,1.7,04:50.0,11/29/2018
704952.573,3621332.368,113.789,79.062,2,7,1.7,04:50.2,11/29/2018
704952.776,3621332.734,112.422,78.789,2,7,1.7,04:50.4,11/29/2018
704953.067,3621333.256,111.367,78.047,2,7,1.7,04:50.6,11/29/2018
704953.279,3621333.635,111.562,77.148,2,7,1.7,04:50.8,11/29/2018
704953.539,3621334.098,111.562,77.227,2,7,1.7,04:51.0,11/29/2018
704953.765,3621334.501,111.094,77.305,2,7,1.7,04:51.1,11/29/2018
704954.023,3621334.962,110.977,78.555,2,7,1.7,04:51.3,11/29/2018
704954.254,3621335.374,111.133,78.398,2,7,1.7,04:51.5,11/29/2018
704954.823,3621336.402,109.961,77.422,2,7,1.7,04:52.0,11/29/2018
704954.869,3621336.485,110.117,76.445,2,7,1.7,04:52.0,11/29/2018
704955.015,3621336.748,108.516,75.117,2,7,1.7,04:52.1,11/29/2018
704955.306,3621337.274,107.383,74.883,2,7,1.7,04:52.3,11/29/2018
704955.484,3621337.595,106.445,73.672,2,7,1.7,04:52.5,11/29/2018
704955.802,3621338.177,106.094,72.617,2,7,1.7,04:52.7,11/29/2018
704955.974,3621338.492,104.297,70.039,2,7,1.7,04:52.8,11/29/2018
704956.246,3621338.991,101.367,68.32,2,7,1.7,04:53.1,11/29/2018
704956.471,3621339.404,96.992,65.312,2,7,1.7,04:53.2,11/29/2018
704956.758,3621339.931,92.93,62.188,2,7,1.7,04:53.5,11/29/2018
704956.988,3621340.352,89.531,60.273,2,7,1.7,04:53.6,11/29/2018
704957.252,3621340.83,86.406,60,2,7,1.7,04:53.8,11/29/2018
704957.435,3621341.163,85.781,60.156,2,7,1.7,04:54.0,11/29/2018
704957.704,3621341.651,85.43,58.633,2,7,1.7,04:54.2,11/29/2018
704957.954,3621342.106,84.961,58.281,2,7,1.7,04:54.4,11/29/2018
704958.214,3621342.584,83.945,57.891,2,7,1.7,04:54.6,11/29/2018
704958.443,3621343.019,82.773,56.953,2,7,1.7,04:54.8,11/29/2018
704958.688,3621343.484,83.281,57.656,2,7,1.7,04:54.9,11/29/2018
704958.916,3621343.918,83.828,58.281,2,7,1.7,04:55.1,11/29/2018
704959.205,3621344.467,85.703,60.703,2,7,1.7,04:55.4,11/29/2018
704959.408,3621344.852,88.438,62.461,2,7,1.7,04:55.5,11/29/2018
704959.672,3621345.332,90.469,64.727,2,7,1.7,04:55.7,11/29/2018
704959.96,3621345.854,93.75,66.289,2,7,1.7,04:55.9,11/29/2018
704960.168,3621346.23,96.992,69.766,2,7,1.7,04:56.1,11/29/2018
704960.473,3621346.784,99.805,70.781,2,7,1.7,04:56.3,11/29/2018
704960.693,3621347.182,101.523,71.641,2,7,1.7,04:56.5,11/29/2018
704960.932,3621347.608,101.953,70.938,2,7,1.7,04:56.7,11/29/2018
704961.313,3621348.281,102.344,70.508,2,7,1.7,04:56.9,11/29/2018
704961.448,3621348.519,100.781,69.258,2,7,1.7,04:57.0,11/29/2018
704961.681,3621348.93,98.633,66.602,2,7,1.7,04:57.2,11/29/2018
704961.927,3621349.365,96.914,65.391,2,7,1.7,04:57.4,11/29/2018
704962.189,3621349.832,96.406,65.82,2,7,1.7,04:57.6,11/29/2018
704962.458,3621350.318,97.773,68.281,2,7,1.7,04:57.8,11/29/2018
704962.666,3621350.694,98.984,69.297,2,7,1.7,04:58.0,11/29/2018
704962.904,3621351.124,99.766,69.844,2,7,1.7,04:58.2,11/29/2018
704963.131,3621351.535,100.078,69.727,2,7,1.7,04:58.4,11/29/2018
704963.436,3621352.076,100.547,68.945,2,7,1.7,04:58.6,11/29/2018
704963.692,3621352.509,100.469,69.375,2,7,1.7,04:58.8,11/29/2018
704963.861,3621352.795,100.938,70,2,7,1.7,04:58.9,11/29/2018
704964.21,3621353.385,102.5,71.758,2,7,1.7,04:59.2,11/29/2018
704964.326,3621353.581,103.867,72.227,2,7,1.7,04:59.3,11/29/2018
704964.648,3621354.127,107.305,74.18,2,7,1.7,04:59.6,11/29/2018
704964.816,3621354.414,109.102,75.117,2,7,1.7,04:59.7,11/29/2018
704965.059,3621354.828,110.469,76.875,2,7,1.7,04:59.9,11/29/2018
704965.269,3621355.184,111.172,76.445,2,7,1.7,05:00.1,11/29/2018
704965.538,3621355.642,111.719,75.234,2,7,1.7,05:00.3,11/29/2018
704966.026,3621356.48,110.859,74.609,2,7,1.7,05:00.7,11/29/2018
704966.081,3621356.577,109.844,75,2,7,1.7,05:00.7,11/29/2018
704966.218,3621356.816,108.438,74.648,2,7,1.7,05:00.8,11/29/2018
704966.437,3621357.198,108.242,74.57,2,7,1.7,05:01.0,11/29/2018
704966.649,3621357.569,107.773,74.18,2,7,1.7,05:01.2,11/29/2018
704966.89,3621357.989,107.422,74.961,2,7,1.7,05:01.4,11/29/2018
704967.115,3621358.379,108.086,74.883,2,7,1.7,05:01.6,11/29/2018
