"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH","-1.0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
704962.697,3621227.843,61.055,40.508,2,9,0.9,55:50.6,11/29/2018
704962.955,3621228.31,61.055,40.469,2,9,0.9,55:50.8,11/29/2018
704963.245,3621228.834,61.289,40.625,2,9,0.9,55:51.0,11/29/2018
704963.57,3621229.404,60.742,40.586,2,9,0.9,55:51.2,11/29/2018
704963.87,3621229.921,60.391,40.469,2,9,0.9,55:51.4,11/29/2018
704964.185,3621230.464,59.766,38.75,2,9,0.9,55:51.6,11/29/2018
704964.552,3621231.097,58.945,39.023,2,9,0.9,55:51.8,11/29/2018
704964.828,3621231.572,58.555,38.984,2,9,0.9,55:52.0,11/29/2018
704965.133,3621232.106,57.227,37.969,2,9,0.9,55:52.1,11/29/2018
704965.406,3621232.595,55.938,36.602,2,9,0.9,55:52.3,11/29/2018
704965.727,3621233.168,54.102,35.43,2,9,0.9,55:52.5,11/29/2018
704966.021,3621233.693,53.047,33.359,2,9,0.9,55:52.7,11/29/2018
704966.297,3621234.184,51.875,32.734,2,9,0.9,55:52.9,11/29/2018
704966.622,3621234.761,53.125,33.242,2,9,0.9,55:53.1,11/29/2018
704966.922,3621235.268,52.656,33.281,2,9,0.9,55:53.3,11/29/2018
704967.231,3621235.792,53.594,34.492,2,9,0.9,55:53.5,11/29/2018
704967.529,3621236.297,54.375,36.406,2,9,0.9,55:53.7,11/29/2018
704967.818,3621236.788,56.211,37.617,2,9,0.9,55:53.8,11/29/2018
704968.152,3621237.353,56.328,37.344,2,9,0.9,55:54.0,11/29/2018
704968.443,3621237.844,55.586,36.211,2,9,0.9,55:54.2,11/29/2018
704968.757,3621238.37,53.945,34.375,2,9,0.9,55:54.4,11/29/2018
704969.059,3621238.878,53.203,33.555,2,9,0.9,55:54.6,11/29/2018
704969.39,3621239.434,52.734,33.398,2,9,0.9,55:54.8,11/29/2018
704969.669,3621239.903,52.656,33.984,2,9,0.9,55:55.0,11/29/2018
704970.006,3621240.472,52.734,33.164,2,9,0.9,55:55.2,11/29/2018
704970.297,3621240.964,53.281,34.844,2,9,0.9,55:55.4,11/29/2018
704970.637,3621241.539,53.828,35,2,9,0.9,55:55.6,11/29/2018
704970.92,3621242.018,55.312,35.781,2,9,0.9,55:55.7,11/29/2018
704971.255,3621242.585,56.719,36.562,2,9,0.9,55:55.9,11/29/2018
704971.541,3621243.078,57.227,37.5,2,9,0.9,55:56.1,11/29/2018
704971.847,3621243.62,58.516,38.086,2,9,0.9,55:56.3,11/29/2018
704972.123,3621244.109,58.984,37.344,2,9,0.9,55:56.5,11/29/2018
704972.458,3621244.702,59.141,36.836,2,9,0.9,55:56.7,11/29/2018
704972.715,3621245.157,58.711,37.617,2,9,0.9,55:56.9,11/29/2018
704973.041,3621245.736,59.844,37.5,2,9,0.9,55:57.1,11/29/2018
704973.326,3621246.248,60.547,38.594,2,9,0.9,55:57.3,11/29/2018
704973.66,3621246.846,60.547,38.633,2,9,0.9,55:57.5,11/29/2018
704973.916,3621247.307,61.367,39.648,2,9,0.9,55:57.6,11/29/2018
704974.209,3621247.833,62.383,38.984,2,9,0.9,55:57.8,11/29/2018
704974.503,3621248.362,61.836,39.688,2,9,0.9,55:58.0,11/29/2018
704974.826,3621248.933,61.406,40.039,2,9,0.9,55:58.2,11/29/2018
704975.103,3621249.42,61.055,38.906,2,9,0.9,55:58.4,11/29/2018
704975.427,3621249.991,60.117,38.047,2,9,0.9,55:58.6,11/29/2018
704975.699,3621250.469,59.102,37.969,2,9,0.9,55:58.8,11/29/2018
704976.041,3621251.071,59.297,38.242,2,9,0.9,55:59.0,11/29/2018
704976.345,3621251.555,60.234,38.047,2,9,0.9,55:59.2,11/29/2018
704976.722,3621252.11,60.703,37.891,2,9,0.9,55:59.4,11/29/2018
704977.058,3621252.605,60.703,37.812,2,9,0.9,55:59.5,11/29/2018
704977.427,3621253.146,60.977,39.102,2,9,0.9,55:59.7,11/29/2018
704977.804,3621253.701,62.422,40.156,2,9,0.9,55:59.9,11/29/2018
704978.135,3621254.22,64.688,42.227,2,9,0.9,56:00.1,11/29/2018
704978.429,3621254.761,65.625,43.75,2,9,0.9,56:00.3,11/29/2018
704978.715,3621255.287,67.891,44.844,2,9,0.9,56:00.5,11/29/2018
704979.004,3621255.82,68.633,44.414,2,9,0.9,56:00.7,11/29/2018
704979.278,3621256.324,70.625,45.898,2,9,0.9,56:00.9,11/29/2018
704979.622,3621256.953,72.695,47.344,2,9,0.9,56:01.1,11/29/2018
704979.87,3621257.386,74.258,49.688,2,9,0.9,56:01.2,11/29/2018
704980.159,3621257.89,76.094,50.898,2,9,0.9,56:01.4,11/29/2018
704980.496,3621258.48,78.633,52.461,2,9,0.9,56:01.6,11/29/2018
704980.746,3621258.916,82.07,53.32,2,9,0.9,56:01.8,11/29/2018
704981.085,3621259.509,83.555,54.102,2,9,0.9,56:02.0,11/29/2018
704981.364,3621259.994,83.477,54.297,2,9,0.9,56:02.2,11/29/2018
704981.725,3621260.619,83.984,52.617,2,9,0.9,56:02.4,11/29/2018
704981.981,3621261.063,83.984,53.398,2,9,0.9,56:02.6,11/29/2018
704982.313,3621261.639,83.203,52.5,2,9,0.9,56:02.8,11/29/2018
704982.606,3621262.147,83.555,53.086,2,9,0.9,56:03.0,11/29/2018
704982.923,3621262.702,82.734,51.68,2,9,0.9,56:03.2,11/29/2018
704983.221,3621263.226,81.25,51.484,2,9,0.9,56:03.3,11/29/2018
704983.49,3621263.698,78.672,49.297,2,9,0.9,56:03.5,11/29/2018
704983.83,3621264.296,75.781,46.992,2,9,0.9,56:03.7,11/29/2018
704984.131,3621264.826,72.422,44.648,2,9,0.9,56:03.9,11/29/2018
704984.473,3621265.425,69.375,42.266,2,9,0.9,56:04.1,11/29/2018
704984.778,3621265.954,66.25,40.078,2,9,0.9,56:04.3,11/29/2018
704985.051,3621266.426,64.766,38.789,2,9,0.9,56:04.5,11/29/2018
704985.387,3621267.01,63.594,38.008,2,9,0.9,56:04.7,11/29/2018
704985.693,3621267.54,62.344,37.461,2,9,0.9,56:04.9,11/29/2018
704986.013,3621268.095,62.617,38.867,2,9,0.9,56:05.0,11/29/2018
704986.312,3621268.613,62.461,38.594,2,9,0.9,56:05.2,11/29/2018
704986.651,3621269.201,62.539,38.789,2,9,0.9,56:05.4,11/29/2018
704986.941,3621269.705,62.344,38.164,2,9,0.9,56:05.6,11/29/2018
704987.273,3621270.281,62.266,39.219,2,9,0.9,56:05.8,11/29/2018
704987.575,3621270.805,62.852,39.531,2,9,0.9,56:06.0,11/29/2018
704987.867,3621271.314,62.812,39.219,2,9,0.9,56:06.2,11/29/2018
704988.209,3621271.911,62.773,39.102,2,9,0.9,56:06.4,11/29/2018
704988.49,3621272.403,62.227,39.766,2,9,0.9,56:06.5,11/29/2018
704988.839,3621273.012,62.852,40.273,2,9,0.9,56:06.8,11/29/2018
704989.164,3621273.58,63.711,41.914,2,9,0.9,56:06.9,11/29/2018
704989.458,3621274.095,65.195,41.445,2,9,0.9,56:07.1,11/29/2018
704989.79,3621274.676,65.43,41.68,2,9,0.9,56:07.3,11/29/2018
704990.091,3621275.205,65.234,42.07,2,9,0.9,56:07.5,11/29/2018
704990.405,3621275.754,65.391,41.758,2,9,0.9,56:07.7,11/29/2018
704990.703,3621276.277,64.922,41.562,2,9,0.9,56:07.9,11/29/2018
704991.058,3621276.902,64.766,42.266,2,9,0.9,56:08.1,11/29/2018
704991.299,3621277.332,64.961,41.641,2,9,0.9,56:08.3,11/29/2018
704991.649,3621277.957,64.844,41.562,2,9,0.9,56:08.5,11/29/2018
704991.896,3621278.399,62.5,39.922,2,9,0.9,56:08.6,11/29/2018
704992.211,3621278.963,61.25,37.93,2,9,0.9,56:08.9,11/29/2018
704992.485,3621279.451,60.508,38.008,2,9,0.9,56:09.0,11/29/2018
704992.771,3621279.999,59.102,36.445,2,9,0.9,56:09.2,11/29/2018
704993.028,3621280.498,58.828,36.211,2,9,0.9,56:09.4,11/29/2018
704993.298,3621281.024,58.203,35.43,2,9,0.9,56:09.6,11/29/2018
704993.564,3621281.539,57.305,36.289,2,9,0.9,56:09.8,11/29/2018
704993.828,3621282.051,57.578,37.344,2,9,0.9,56:10.0,11/29/2018
704994.071,3621282.527,58.477,37.812,2,9,0.9,56:10.2,11/29/2018
704994.345,3621283.063,58.828,37.148,2,9,0.9,56:10.4,11/29/2018
704994.564,3621283.492,58.867,37.812,2,9,0.9,56:10.5,11/29/2018
704994.853,3621284.057,59.336,37.188,2,9,0.9,56:10.8,11/29/2018
704995.092,3621284.525,58.516,38.047,2,9,0.9,56:10.9,11/29/2018
704995.369,3621285.065,58.438,37.305,2,9,0.9,56:11.1,11/29/2018
704995.626,3621285.56,57.852,38.125,2,9,0.9,56:11.3,11/29/2018
704995.913,3621286.112,57.93,37.891,2,9,0.9,56:11.5,11/29/2018
704996.165,3621286.596,57.031,36.25,2,9,0.9,56:11.7,11/29/2018
704996.456,3621287.157,55.82,34.805,2,9,0.9,56:11.9,11/29/2018
704996.706,3621287.637,56.055,34.844,2,9,0.9,56:12.1,11/29/2018
704997.067,3621288.288,55.82,35.469,2,9,0.9,56:12.3,11/29/2018
704997.345,3621288.789,56.445,35.547,2,9,0.9,56:12.4,11/29/2018
704997.705,3621289.437,55.781,34.844,2,9,0.9,56:12.7,11/29/2018
704998.001,3621289.971,56.445,35.156,2,9,0.9,56:12.8,11/29/2018
704998.367,3621290.632,56.992,35.742,2,9,0.9,56:13.0,11/29/2018
704998.662,3621291.139,58.75,36.055,2,9,0.9,56:13.2,11/29/2018
704999.005,3621291.727,59.414,38.359,2,9,0.9,56:13.4,11/29/2018
704999.333,3621292.288,60.508,38.438,2,9,0.9,56:13.6,11/29/2018
704999.74,3621292.985,61.68,40.508,2,9,0.9,56:13.8,11/29/2018
705000.025,3621293.473,62.539,41.523,2,9,0.9,56:14.0,11/29/2018
705000.317,3621293.963,63.281,41.133,2,9,0.9,56:14.1,11/29/2018
705000.697,3621294.592,63.008,40.586,2,9,0.9,56:14.4,11/29/2018
705001.031,3621295.145,62.852,40.898,2,9,0.9,56:14.5,11/29/2018
705001.35,3621295.673,62.539,40.195,2,9,0.9,56:14.7,11/29/2018
705001.707,3621296.264,64.062,38.984,2,9,0.9,56:14.9,11/29/2018
705002.007,3621296.761,63.398,40.039,2,9,0.9,56:15.1,11/29/2018
705002.354,3621297.336,63.047,39.727,2,9,0.9,56:15.3,11/29/2018
705002.645,3621297.817,62.578,39.609,2,9,0.9,56:15.5,11/29/2018
705003.01,3621298.423,61.914,38.945,2,9,0.9,56:15.7,11/29/2018
705003.301,3621298.904,62.695,38.984,2,9,0.9,56:15.9,11/29/2018
705003.647,3621299.479,62.734,39.336,2,9,0.9,56:16.1,11/29/2018
705003.961,3621300.01,62.539,39.297,2,9,0.9,56:16.3,11/29/2018
705004.267,3621300.527,62.461,39.453,2,9,0.9,56:16.4,11/29/2018
705004.607,3621301.101,63.164,39.219,2,9,0.9,56:16.6,11/29/2018
705004.901,3621301.598,63.086,39.18,2,9,0.9,56:16.8,11/29/2018
705005.244,3621302.178,64.297,39.883,2,9,0.9,56:17.0,11/29/2018
705005.533,3621302.698,64.453,39.883,2,9,0.9,56:17.2,11/29/2018
705005.875,3621303.323,65.117,41.68,2,9,0.9,56:17.4,11/29/2018
705006.168,3621303.857,65.898,41.602,2,9,0.9,56:17.6,11/29/2018
705006.49,3621304.446,66.875,42.383,2,9,0.9,56:17.8,11/29/2018
705006.791,3621304.996,68.555,43.203,2,9,0.9,56:18.0,11/29/2018
705007.155,3621305.666,70.43,45.312,2,9,0.9,56:18.2,11/29/2018
705007.398,3621306.114,73.516,46.68,2,9,0.9,56:18.3,11/29/2018
705007.724,3621306.715,76.992,48.828,2,9,0.9,56:18.5,11/29/2018
705008.013,3621307.248,80.43,52.07,2,9,0.9,56:18.7,11/29/2018
705008.348,3621307.867,84.688,56.094,2,9,0.9,56:18.9,11/29/2018
705008.602,3621308.339,90.391,59.609,2,9,0.9,56:19.1,11/29/2018
705008.938,3621308.97,95.664,63.555,2,9,0.9,56:19.3,11/29/2018
705009.18,3621309.426,101.094,66.602,2,9,0.9,56:19.5,11/29/2018
705009.488,3621310.007,105.938,70.078,2,9,0.9,56:19.7,11/29/2018
705009.757,3621310.514,108.32,69.609,2,9,0.9,56:19.9,11/29/2018
705010.102,3621311.161,105.547,66.445,2,9,0.9,56:20.1,11/29/2018
705010.314,3621311.54,102.031,63.672,2,9,0.9,56:20.2,11/29/2018
705010.62,3621312.089,98.477,60.117,2,9,0.9,56:20.4,11/29/2018
705010.946,3621312.673,96.094,59.961,2,9,0.9,56:20.7,11/29/2018
705011.166,3621313.068,96.25,60.039,2,9,0.9,56:20.8,11/29/2018
705011.424,3621313.531,97.07,61.406,2,9,0.9,56:21.0,11/29/2018
705011.76,3621314.103,97.461,62.93,2,9,0.9,56:21.2,11/29/2018
705012.03,3621314.552,98.32,63.164,2,9,0.9,56:21.4,11/29/2018
705012.346,3621315.076,97.969,61.211,2,9,0.9,56:21.6,11/29/2018
705012.663,3621315.603,97.422,60.977,2,9,0.9,56:21.8,11/29/2018
705013.003,3621316.168,96.016,60.781,2,9,0.9,56:22.0,11/29/2018
705013.284,3621316.64,95.195,59.414,2,9,0.9,56:22.1,11/29/2018
705013.627,3621317.221,94.18,58.828,2,9,0.9,56:22.3,11/29/2018
705013.905,3621317.693,93.906,57.617,2,9,0.9,56:22.5,11/29/2018
705014.263,3621318.3,92.891,58.281,2,9,0.9,56:22.7,11/29/2018
705014.539,3621318.77,92.656,59.062,2,9,0.9,56:22.9,11/29/2018
705014.896,3621319.375,93.203,59.062,2,9,0.9,56:23.1,11/29/2018
705015.195,3621319.879,94.141,59.922,2,9,0.9,56:23.3,11/29/2018
705015.535,3621320.452,95.742,60.117,2,9,0.9,56:23.5,11/29/2018
705015.835,3621320.959,97.617,61.758,2,9,0.9,56:23.6,11/29/2018
705016.192,3621321.561,99.453,62.969,2,9,0.9,56:23.9,11/29/2018
705016.491,3621322.064,100.859,64.102,2,9,0.9,56:24.0,11/29/2018
705016.842,3621322.662,103.008,65.312,2,9,0.9,56:24.2,11/29/2018
705017.114,3621323.125,106.055,67.852,2,9,0.9,56:24.4,11/29/2018
705017.439,3621323.679,108.203,68.242,2,9,0.9,56:24.6,11/29/2018
705017.753,3621324.214,108.906,68.945,2,9,0.9,56:24.8,11/29/2018
705018.082,3621324.774,110.352,70.195,2,9,0.9,56:25.0,11/29/2018
705018.372,3621325.257,111.953,71.328,2,9,0.9,56:25.2,11/29/2018
705018.689,3621325.777,114.844,74.336,2,9,0.9,56:25.4,11/29/2018
705019.038,3621326.35,117.5,74.336,2,9,0.9,56:25.6,11/29/2018
705019.355,3621326.87,119.258,75.508,2,9,0.9,56:25.7,11/29/2018
705019.694,3621327.426,119.961,75.898,2,9,0.9,56:25.9,11/29/2018
705019.989,3621327.917,121.055,77.93,2,9,0.9,56:26.1,11/29/2018
705020.307,3621328.463,121.836,77.109,2,9,0.9,56:26.3,11/29/2018
705020.583,3621328.935,123.047,79.141,2,9,0.9,56:26.5,11/29/2018
705020.879,3621329.442,123.516,80,2,9,0.9,56:26.7,11/29/2018
705021.203,3621329.996,124.727,80.547,2,9,0.9,56:26.9,11/29/2018
705021.483,3621330.476,126.523,81.055,2,9,0.9,56:27.1,11/29/2018
705021.813,3621331.042,128.203,82.578,2,9,0.9,56:27.3,11/29/2018
705022.069,3621331.481,130.234,84.18,2,9,0.9,56:27.4,11/29/2018
705022.419,3621332.083,131.055,83.984,2,9,0.9,56:27.7,11/29/2018
705022.665,3621332.506,130.156,83.477,2,9,0.9,56:27.8,11/29/2018
705022.969,3621333.027,128.438,81.367,2,9,0.9,56:28.0,11/29/2018
705023.24,3621333.493,125.547,79.102,2,9,0.9,56:28.2,11/29/2018
705023.584,3621334.081,123.359,76.758,2,9,0.9,56:28.4,11/29/2018
705023.844,3621334.527,120.586,74.688,2,9,0.9,56:28.6,11/29/2018
705024.161,3621335.07,116.836,71.992,2,9,0.9,56:28.8,11/29/2018
705024.438,3621335.545,113.828,70.078,2,9,0.9,56:29.0,11/29/2018
705024.742,3621336.061,111.484,68.047,2,9,0.9,56:29.2,11/29/2018
705025.031,3621336.55,108.203,65.781,2,9,0.9,56:29.4,11/29/2018
705025.331,3621337.055,104.844,64.141,2,9,0.9,56:29.5,11/29/2018
705025.611,3621337.529,103.086,63.203,2,9,0.9,56:29.7,11/29/2018
705025.934,3621338.074,101.875,61.875,2,9,0.9,56:29.9,11/29/2018
705026.2,3621338.522,100.273,61.914,2,9,0.9,56:30.1,11/29/2018
705026.509,3621339.042,99.141,61.289,2,9,0.9,56:30.3,11/29/2018
705026.829,3621339.578,98.633,60.469,2,9,0.9,56:30.5,11/29/2018
705027.113,3621340.056,98.828,61.055,2,9,0.9,56:30.7,11/29/2018
705027.439,3621340.603,100.391,63.242,2,9,0.9,56:30.9,11/29/2018
705027.741,3621341.111,103.398,66.406,2,9,0.9,56:31.1,11/29/2018
705028.038,3621341.617,107.188,69.414,2,9,0.9,56:31.3,11/29/2018
705028.307,3621342.076,110.117,73.633,2,9,0.9,56:31.4,11/29/2018
705028.657,3621342.672,112.461,75.039,2,9,0.9,56:31.6,11/29/2018
705028.957,3621343.183,113.164,74.727,2,9,0.9,56:31.8,11/29/2018
705029.24,3621343.667,111.523,73.008,2,9,0.9,56:32.0,11/29/2018
705029.552,3621344.2,109.297,70.43,2,9,0.9,56:32.2,11/29/2018
705029.844,3621344.7,105.508,66.445,2,9,0.9,56:32.4,11/29/2018
705030.178,3621345.271,102.383,64.219,2,9,0.9,56:32.6,11/29/2018
705030.463,3621345.76,98.438,60.273,2,9,0.9,56:32.8,11/29/2018
705030.793,3621346.326,95.352,59.414,2,9,0.9,56:33.0,11/29/2018
705031.082,3621346.841,93.867,58.672,2,9,0.9,56:33.1,11/29/2018
705031.384,3621347.401,93.672,59.688,2,9,0.9,56:33.3,11/29/2018
705031.699,3621347.986,94.336,60.312,2,9,0.9,56:33.5,11/29/2018
705031.989,3621348.526,95.391,62.07,2,9,0.9,56:33.7,11/29/2018
705032.252,3621349.014,97.461,62.93,2,9,0.9,56:33.9,11/29/2018
705032.578,3621349.618,98.477,62.93,2,9,0.9,56:34.1,11/29/2018
705032.858,3621350.128,100.117,64.062,2,9,0.9,56:34.3,11/29/2018
705033.21,3621350.768,101.445,64.18,2,9,0.9,56:34.5,11/29/2018
705033.487,3621351.273,102.773,64.531,2,9,0.9,56:34.7,11/29/2018
705033.743,3621351.739,103.984,66.328,2,9,0.9,56:34.8,11/29/2018
705034.088,3621352.368,104.531,65.703,2,9,0.9,56:35.1,11/29/2018
705034.365,3621352.861,105.195,66.758,2,9,0.9,56:35.2,11/29/2018
705034.684,3621353.429,104.961,67.344,2,9,0.9,56:35.4,11/29/2018
705035.063,3621354.104,105.703,67.422,2,9,0.9,56:35.7,11/29/2018
705035.339,3621354.595,105.898,67.617,2,9,0.9,56:35.8,11/29/2018
705035.596,3621355.053,105.391,67.578,2,9,0.9,56:36.0,11/29/2018
705035.948,3621355.662,104.453,65.703,2,9,0.9,56:36.2,11/29/2018
705036.239,3621356.16,101.055,62.617,2,9,0.9,56:36.4,11/29/2018
705036.575,3621356.734,98.281,61.641,2,9,0.9,56:36.6,11/29/2018
705036.863,3621357.226,95.742,59.844,2,9,0.9,56:36.8,11/29/2018
705037.195,3621357.794,95.43,60.039,2,9,0.9,56:37.0,11/29/2018
705037.525,3621358.367,96.016,61.016,2,9,0.9,56:37.2,11/29/2018
705037.771,3621358.802,97.617,62.539,2,9,0.9,56:37.3,11/29/2018
705038.074,3621359.338,99.18,63.359,2,9,0.9,56:37.5,11/29/2018
705038.332,3621359.794,98.477,61.094,2,9,0.9,56:37.7,11/29/2018
705038.639,3621360.338,96.523,59.688,2,9,0.9,56:37.9,11/29/2018
705038.921,3621360.836,95.703,58.633,2,9,0.9,56:38.1,11/29/2018
705039.185,3621361.308,95.859,59.805,2,9,0.9,56:38.3,11/29/2018
705039.438,3621361.759,95.703,59.688,2,9,0.9,56:38.5,11/29/2018
705039.738,3621362.292,97.812,61.602,2,9,0.9,56:38.7,11/29/2018
705040.001,3621362.761,99.844,63.203,2,9,0.9,56:38.8,11/29/2018
705040.287,3621363.271,101.445,65.43,2,9,0.9,56:39.0,11/29/2018
705040.568,3621363.767,101.758,63.594,2,9,0.9,56:39.2,11/29/2018
705040.811,3621364.196,101.094,62.734,2,9,0.9,56:39.4,11/29/2018
705041.06,3621364.636,100.312,62.852,2,9,0.9,56:39.6,11/29/2018
705041.345,3621365.138,99.766,63.125,2,9,0.9,56:39.8,11/29/2018
705041.604,3621365.595,99.453,62.227,2,9,0.9,56:40.0,11/29/2018
705041.838,3621366.005,99.648,62.617,2,9,0.9,56:40.2,11/29/2018
705042.101,3621366.462,101.016,62.656,2,9,0.9,56:40.4,11/29/2018
705042.388,3621366.961,101.211,63.281,2,9,0.9,56:40.6,11/29/2018
705042.61,3621367.348,100.898,62.539,2,9,0.9,56:40.7,11/29/2018
705042.913,3621367.876,99.297,61.953,2,9,0.9,56:41.0,11/29/2018
705043.129,3621368.257,99.062,61.914,2,9,0.9,56:41.1,11/29/2018
705043.396,3621368.741,99.414,62.812,2,9,0.9,56:41.3,11/29/2018
705043.634,3621369.173,99.688,62.656,2,9,0.9,56:41.5,11/29/2018
705043.847,3621369.559,98.594,62.305,2,9,0.9,56:41.7,11/29/2018
705044.106,3621370.027,97.852,61.68,2,9,0.9,56:41.9,11/29/2018
705044.329,3621370.433,97.188,60.391,2,9,0.9,56:42.1,11/29/2018
705044.579,3621370.894,95.273,59.336,2,9,0.9,56:42.3,11/29/2018
705044.795,3621371.291,93.75,57.734,2,9,0.9,56:42.5,11/29/2018
705045.061,3621371.781,91.875,56.992,2,9,0.9,56:42.7,11/29/2018
705045.277,3621372.179,89.805,56.016,2,9,0.9,56:42.8,11/29/2018
705045.517,3621372.621,88.008,54.844,2,9,0.9,56:43.0,11/29/2018
705045.748,3621373.035,86.953,54.141,2,9,0.9,56:43.2,11/29/2018
705045.981,3621373.454,85.586,52.852,2,9,0.9,56:43.4,11/29/2018
705046.207,3621373.858,85.547,53.281,2,9,0.9,56:43.6,11/29/2018
705046.494,3621374.374,84.414,53.125,2,9,0.9,56:43.8,11/29/2018
705046.69,3621374.724,84.18,51.758,2,9,0.9,56:44.0,11/29/2018
705046.96,3621375.213,83.633,53.047,2,9,0.9,56:44.2,11/29/2018
705047.195,3621375.644,83.281,51.641,2,9,0.9,56:44.3,11/29/2018
705047.486,3621376.176,83.789,52.031,2,9,0.9,56:44.6,11/29/2018
705047.727,3621376.616,83.672,52.344,2,9,0.9,56:44.7,11/29/2018
705048.01,3621377.133,83.711,53.477,2,9,0.9,56:44.9,11/29/2018
705048.261,3621377.589,84.961,53.945,2,9,0.9,56:45.1,11/29/2018
705048.582,3621378.154,86.133,55.508,2,9,0.9,56:45.3,11/29/2018
705048.862,3621378.649,87.617,56.562,2,9,0.9,56:45.5,11/29/2018
705049.189,3621379.225,89.297,57.773,2,9,0.9,56:45.7,11/29/2018
705049.427,3621379.645,90.547,58.047,2,9,0.9,56:45.9,11/29/2018
705049.699,3621380.124,91.836,58.242,2,9,0.9,56:46.0,11/29/2018
705050.086,3621380.808,92.07,58.906,2,9,0.9,56:46.3,11/29/2018
705050.298,3621381.185,93.086,59.492,2,9,0.9,56:46.4,11/29/2018
705050.64,3621381.79,93.047,59.609,2,9,0.9,56:46.6,11/29/2018
705050.912,3621382.27,92.422,58.32,2,9,0.9,56:46.8,11/29/2018
705051.24,3621382.852,91.25,56.523,2,9,0.9,56:47.0,11/29/2018
705051.51,3621383.333,89.766,55.469,2,9,0.9,56:47.2,11/29/2018
705051.825,3621383.896,89.336,56.094,2,9,0.9,56:47.4,11/29/2018
705052.159,3621384.494,88.906,55.898,2,9,0.9,56:47.6,11/29/2018
705052.476,3621385.06,89.805,56.562,2,9,0.9,56:47.8,11/29/2018
705052.774,3621385.592,90.43,57.266,2,9,0.9,56:48.0,11/29/2018
705053.062,3621386.113,91.875,58.203,2,9,0.9,56:48.2,11/29/2018
705053.36,3621386.655,93.438,60.859,2,9,0.9,56:48.3,11/29/2018
705053.659,3621387.2,95.43,61.797,2,9,0.9,56:48.5,11/29/2018
705053.994,3621387.809,96.68,63.164,2,9,0.9,56:48.7,11/29/2018
705054.28,3621388.33,97.812,62.617,2,9,0.9,56:48.9,11/29/2018
705054.62,3621388.955,98.086,62.344,2,9,0.9,56:49.1,11/29/2018
705054.917,3621389.516,96.367,60.469,2,9,0.9,56:49.3,11/29/2018
705055.167,3621389.989,96.055,58.984,2,9,0.9,56:49.5,11/29/2018
705055.493,3621390.606,94.609,59.375,2,9,0.9,56:49.7,11/29/2018
705055.779,3621391.147,94.961,60.078,2,9,0.9,56:49.9,11/29/2018
705056.103,3621391.758,95.234,60.703,2,9,0.9,56:50.1,11/29/2018
705056.413,3621392.295,96.289,62.422,2,9,0.9,56:50.3,11/29/2018
705056.728,3621392.84,97.578,63.086,2,9,0.9,56:50.4,11/29/2018
705057.074,3621393.439,98.359,63.594,2,9,0.9,56:50.7,11/29/2018
705057.348,3621393.913,99.18,64.766,2,9,0.9,56:50.8,11/29/2018
705057.651,3621394.439,101.719,65.391,2,9,0.9,56:51.0,11/29/2018
705057.954,3621394.966,102.422,67.305,2,9,0.9,56:51.2,11/29/2018
705058.3,3621395.569,103.086,66.367,2,9,0.9,56:51.4,11/29/2018
705058.602,3621396.095,103.242,65.586,2,9,0.9,56:51.6,11/29/2018
705058.949,3621396.701,101.992,64.805,2,9,0.9,56:51.8,11/29/2018
705059.245,3621397.218,100.703,63.438,2,9,0.9,56:51.9,11/29/2018
705059.597,3621397.831,98.164,61.641,2,9,0.9,56:52.1,11/29/2018
705059.887,3621398.334,95.938,60.703,2,9,0.9,56:52.3,11/29/2018
705060.256,3621398.975,94.766,58.633,2,9,0.9,56:52.5,11/29/2018
705060.544,3621399.475,93.203,58.008,2,9,0.9,56:52.7,11/29/2018
705060.89,3621400.077,92.656,57.461,2,9,0.9,56:52.9,11/29/2018
705061.194,3621400.609,92.109,56.211,2,9,0.9,56:53.1,11/29/2018
705061.551,3621401.251,91.445,56.484,2,9,0.9,56:53.3,11/29/2018
705061.826,3621401.748,89.922,55.898,2,9,0.9,56:53.5,11/29/2018
705062.183,3621402.391,88.867,54.844,2,9,0.9,56:53.7,11/29/2018
705062.529,3621403.015,88.242,55.156,2,9,0.9,56:53.9,11/29/2018
705062.82,3621403.54,87.031,54.57,2,9,0.9,56:54.0,11/29/2018
705063.126,3621404.094,87.07,54.531,2,9,0.9,56:54.2,11/29/2018
705063.466,3621404.709,88.828,56.523,2,9,0.9,56:54.4,11/29/2018
705063.74,3621405.206,90.625,58.242,2,9,0.9,56:54.6,11/29/2018
705064.102,3621405.86,90.898,57.305,2,9,0.9,56:54.8,11/29/2018
705064.398,3621406.396,90,55.586,2,9,0.9,56:55.0,11/29/2018
705064.727,3621407.017,88.711,55.742,2,9,0.9,56:55.2,11/29/2018
705064.996,3621407.534,88.32,55.547,2,9,0.9,56:55.4,11/29/2018
705065.288,3621408.097,89.18,57.07,2,9,0.9,56:55.5,11/29/2018
705065.627,3621408.749,91.484,58.008,2,9,0.9,56:55.8,11/29/2018
705065.905,3621409.285,93.633,60.273,2,9,0.9,56:55.9,11/29/2018
705066.223,3621409.902,95.703,62.539,2,9,0.9,56:56.1,11/29/2018
705066.481,3621410.41,97.07,61.836,2,9,0.9,56:56.3,11/29/2018
705066.792,3621411.023,98.047,61.094,2,9,0.9,56:56.5,11/29/2018
