"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH","-1.0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
705052.329,3621413.192,78.203,51.133,2,9,0.9,48:24.6,11/29/2018
705051.997,3621412.6,78.438,50.781,2,9,0.9,48:24.8,11/29/2018
705051.734,3621412.131,78.984,51.055,2,9,0.9,48:25.0,11/29/2018
705051.496,3621411.706,79.297,50.117,2,9,0.9,48:25.1,11/29/2018
705051.151,3621411.088,78.75,50.117,2,9,0.9,48:25.4,11/29/2018
705050.871,3621410.587,78.75,50.391,2,9,0.9,48:25.5,11/29/2018
705050.512,3621409.945,80.391,52.461,2,9,0.9,48:25.7,11/29/2018
705050.246,3621409.468,81.406,53.945,2,9,0.9,48:25.9,11/29/2018
705049.958,3621408.956,83.32,53.867,2,9,0.9,48:26.1,11/29/2018
705049.625,3621408.376,84.531,54.961,2,9,0.9,48:26.3,11/29/2018
705049.227,3621407.682,85.664,55.742,2,9,0.9,48:26.5,11/29/2018
705048.954,3621407.207,86.68,55.977,2,9,0.9,48:26.7,11/29/2018
705048.647,3621406.672,86.992,56.133,2,9,0.9,48:26.9,11/29/2018
705048.224,3621405.937,85.703,54.18,2,9,0.9,48:27.1,11/29/2018
705047.962,3621405.485,84.141,53.789,2,9,0.9,48:27.2,11/29/2018
705047.592,3621404.849,82.109,52.422,2,9,0.9,48:27.5,11/29/2018
705047.317,3621404.376,80.898,52.148,2,9,0.9,48:27.6,11/29/2018
705046.927,3621403.707,79.688,51.445,2,9,0.9,48:27.8,11/29/2018
705046.64,3621403.213,79.297,50,2,9,0.9,48:28.0,11/29/2018
705046.269,3621402.57,79.531,50.156,2,9,0.9,48:28.2,11/29/2018
705045.964,3621402.042,79.453,50.117,2,9,0.9,48:28.4,11/29/2018
705045.615,3621401.438,78.711,49.531,2,9,0.9,48:28.6,11/29/2018
705045.183,3621400.687,78.203,49.258,2,9,0.9,48:28.8,11/29/2018
705044.925,3621400.24,78.32,50.078,2,9,0.9,48:29.0,11/29/2018
705044.611,3621399.699,78.047,50.312,2,9,0.9,48:29.1,11/29/2018
705044.239,3621399.062,78.477,50.43,2,9,0.9,48:29.3,11/29/2018
705043.881,3621398.449,78.242,50.312,2,9,0.9,48:29.5,11/29/2018
705043.564,3621397.905,78.242,50.508,2,9,0.9,48:29.7,11/29/2018
705043.179,3621397.246,78.594,51.641,2,9,0.9,48:29.9,11/29/2018
705042.913,3621396.792,79.375,51.602,2,9,0.9,48:30.1,11/29/2018
705042.55,3621396.187,79.102,52.656,2,9,0.9,48:30.3,11/29/2018
705042.212,3621395.622,79.258,52.422,2,9,0.9,48:30.5,11/29/2018
705041.835,3621394.992,79.922,53.047,2,9,0.9,48:30.7,11/29/2018
705041.461,3621394.368,80.352,53.945,2,9,0.9,48:30.9,11/29/2018
705041.161,3621393.867,80.273,52.812,2,9,0.9,48:31.0,11/29/2018
705040.754,3621393.16,78.477,51.523,2,9,0.9,48:31.3,11/29/2018
705040.489,3621392.699,76.602,49.883,2,9,0.9,48:31.4,11/29/2018
705040.197,3621392.19,74.766,47.383,2,9,0.9,48:31.6,11/29/2018
705039.848,3621391.582,74.531,46.289,2,9,0.9,48:31.8,11/29/2018
705039.45,3621390.887,74.453,46.562,2,9,0.9,48:32.0,11/29/2018
705039.194,3621390.458,73.555,47.148,2,9,0.9,48:32.2,11/29/2018
705038.875,3621389.922,73.203,46.992,2,9,0.9,48:32.4,11/29/2018
705038.517,3621389.324,72.109,46.992,2,9,0.9,48:32.6,11/29/2018
705038.218,3621388.822,71.836,47.305,2,9,0.9,48:32.8,11/29/2018
705037.885,3621388.264,71.836,47.461,2,9,0.9,48:32.9,11/29/2018
705037.578,3621387.744,72.305,46.992,2,9,0.9,48:33.1,11/29/2018
705037.219,3621387.132,71.445,47.031,2,9,0.9,48:33.4,11/29/2018
705036.968,3621386.701,71.875,47.5,2,9,0.9,48:33.5,11/29/2018
705036.608,3621386.086,72.852,47.852,2,9,0.9,48:33.7,11/29/2018
705036.354,3621385.653,73.828,48.984,2,9,0.9,48:33.9,11/29/2018
705036.075,3621385.175,73.828,49.258,2,9,0.9,48:34.1,11/29/2018
705035.79,3621384.68,73.672,49.258,2,9,0.9,48:34.3,11/29/2018
705035.475,3621384.133,72.539,47.227,2,9,0.9,48:34.5,11/29/2018
705035.132,3621383.537,71.641,46.367,2,9,0.9,48:34.7,11/29/2018
705034.904,3621383.141,71.094,45.273,2,9,0.9,48:34.8,11/29/2018
705034.595,3621382.604,70.078,46.016,2,9,0.9,48:35.0,11/29/2018
705034.319,3621382.125,69.258,45.625,2,9,0.9,48:35.2,11/29/2018
705034.02,3621381.605,69.336,45.078,2,9,0.9,48:35.4,11/29/2018
705033.757,3621381.148,70.117,45.234,2,9,0.9,48:35.6,11/29/2018
705033.444,3621380.605,72.227,46.484,2,9,0.9,48:35.8,11/29/2018
705033.137,3621380.072,73.828,48.75,2,9,0.9,48:36.0,11/29/2018
705032.864,3621379.606,74.805,50.977,2,9,0.9,48:36.2,11/29/2018
705032.542,3621379.06,76.523,50.859,2,9,0.9,48:36.4,11/29/2018
705032.299,3621378.648,75.781,49.609,2,9,0.9,48:36.5,11/29/2018
705031.911,3621377.992,74.023,46.914,2,9,0.9,48:36.8,11/29/2018
705031.677,3621377.595,71.562,46.523,2,9,0.9,48:36.9,11/29/2018
705031.351,3621377.037,70.547,47.031,2,9,0.9,48:37.1,11/29/2018
705031.019,3621376.46,71.797,47.891,2,9,0.9,48:37.3,11/29/2018
705030.794,3621376.071,72.031,47.617,2,9,0.9,48:37.5,11/29/2018
705030.497,3621375.555,72.578,46.641,2,9,0.9,48:37.7,11/29/2018
705030.144,3621374.943,71.523,45.781,2,9,0.9,48:37.9,11/29/2018
705029.87,3621374.467,70.664,45.195,2,9,0.9,48:38.1,11/29/2018
705029.567,3621373.939,69.453,45.547,2,9,0.9,48:38.3,11/29/2018
705029.272,3621373.424,69.805,45.508,2,9,0.9,48:38.5,11/29/2018
705028.967,3621372.892,70.898,46.094,2,9,0.9,48:38.6,11/29/2018
705028.674,3621372.38,70.078,45.898,2,9,0.9,48:38.8,11/29/2018
705028.35,3621371.815,68.164,45.352,2,9,0.9,48:39.0,11/29/2018
705028.089,3621371.363,66.953,44.297,2,9,0.9,48:39.2,11/29/2018
705027.7,3621370.688,66.797,43.711,2,9,0.9,48:39.4,11/29/2018
705027.464,3621370.281,66.562,43.711,2,9,0.9,48:39.6,11/29/2018
705027.17,3621369.77,66.602,43.633,2,9,0.9,48:39.8,11/29/2018
705026.827,3621369.176,65.781,43.359,2,9,0.9,48:40.0,11/29/2018
705026.539,3621368.68,66.055,42.93,2,9,0.9,48:40.2,11/29/2018
705026.178,3621368.061,65.742,43.086,2,9,0.9,48:40.4,11/29/2018
705025.882,3621367.555,64.336,42.383,2,9,0.9,48:40.5,11/29/2018
705025.512,3621366.92,63.789,41.133,2,9,0.9,48:40.7,11/29/2018
705025.2,3621366.384,62.93,41.484,2,9,0.9,48:40.9,11/29/2018
705024.845,3621365.771,63.906,42.656,2,9,0.9,48:41.1,11/29/2018
705024.483,3621365.135,63.008,42.383,2,9,0.9,48:41.3,11/29/2018
705024.237,3621364.703,61.875,40.742,2,9,0.9,48:41.5,11/29/2018
705023.845,3621364.015,61.562,40.234,2,9,0.9,48:41.7,11/29/2018
705023.631,3621363.639,61.641,40.977,2,9,0.9,48:41.9,11/29/2018
705023.224,3621362.928,60.352,39.141,2,9,0.9,48:42.1,11/29/2018
705022.979,3621362.505,60.547,39.336,2,9,0.9,48:42.2,11/29/2018
705022.685,3621361.998,61.133,39.805,2,9,0.9,48:42.4,11/29/2018
705022.328,3621361.383,61.133,40,2,9,0.9,48:42.6,11/29/2018
705021.951,3621360.732,61.406,40.938,2,9,0.9,48:42.9,11/29/2018
705021.67,3621360.249,61.641,40.391,2,9,0.9,48:43.0,11/29/2018
705021.402,3621359.788,63.281,41.875,2,9,0.9,48:43.2,11/29/2018
705021.057,3621359.198,64.297,42.5,2,9,0.9,48:43.4,11/29/2018
705020.747,3621358.667,65,42.227,2,9,0.9,48:43.6,11/29/2018
705020.45,3621358.159,64.258,41.758,2,9,0.9,48:43.7,11/29/2018
705020.108,3621357.574,64.375,42.891,2,9,0.9,48:44.0,11/29/2018
705019.8,3621357.052,63.906,41.992,2,9,0.9,48:44.1,11/29/2018
705019.475,3621356.504,63.984,42.578,2,9,0.9,48:44.3,11/29/2018
705019.141,3621355.942,63.633,42.422,2,9,0.9,48:44.5,11/29/2018
705018.842,3621355.44,64.922,42.812,2,9,0.9,48:44.7,11/29/2018
705018.499,3621354.861,66.055,43.828,2,9,0.9,48:44.9,11/29/2018
705018.192,3621354.345,65.664,42.891,2,9,0.9,48:45.1,11/29/2018
705017.877,3621353.816,65.352,42.148,2,9,0.9,48:45.3,11/29/2018
705017.577,3621353.313,63.828,40.352,2,9,0.9,48:45.5,11/29/2018
705017.194,3621352.669,62.93,39.688,2,9,0.9,48:45.7,11/29/2018
705016.905,3621352.184,62.93,41.328,2,9,0.9,48:45.9,11/29/2018
705016.669,3621351.788,64.414,41.914,2,9,0.9,48:46.0,11/29/2018
705016.368,3621351.268,64.688,41.367,2,9,0.9,48:46.2,11/29/2018
705016.033,3621350.687,65.391,42.539,2,9,0.9,48:46.4,11/29/2018
705015.756,3621350.208,66.406,43.711,2,9,0.9,48:46.6,11/29/2018
705015.398,3621349.588,68.711,45.703,2,9,0.9,48:46.8,11/29/2018
705015.147,3621349.153,71.836,46.914,2,9,0.9,48:47.0,11/29/2018
705014.859,3621348.649,74.297,50.312,2,9,0.9,48:47.2,11/29/2018
705014.506,3621348.03,77.031,50.898,2,9,0.9,48:47.4,11/29/2018
705014.153,3621347.411,79.766,52.891,2,9,0.9,48:47.6,11/29/2018
705013.939,3621347.036,81.836,53.477,2,9,0.9,48:47.7,11/29/2018
705013.654,3621346.536,85.547,57.617,2,9,0.9,48:47.9,11/29/2018
705013.317,3621345.946,89.219,60.664,2,9,0.9,48:48.1,11/29/2018
705012.952,3621345.31,93.633,65.469,2,9,0.9,48:48.4,11/29/2018
705012.7,3621344.87,98.242,69.609,2,9,0.9,48:48.5,11/29/2018
705012.416,3621344.374,103.555,71.406,2,9,0.9,48:48.7,11/29/2018
705012.055,3621343.746,106.836,73.984,2,9,0.9,48:48.9,11/29/2018
705011.805,3621343.313,108.281,74.18,2,9,0.9,48:49.1,11/29/2018
705011.464,3621342.747,108.75,75.039,2,9,0.9,48:49.3,11/29/2018
705011.097,3621342.136,110.703,75.039,2,9,0.9,48:49.5,11/29/2018
705010.815,3621341.668,110.742,75.82,2,9,0.9,48:49.7,11/29/2018
705010.437,3621341.041,109.102,73.789,2,9,0.9,48:49.9,11/29/2018
705010.194,3621340.636,105.703,70.742,2,9,0.9,48:50.0,11/29/2018
705009.885,3621340.097,102.812,68.672,2,9,0.9,48:50.2,11/29/2018
705009.575,3621339.556,99.883,66.523,2,9,0.9,48:50.4,11/29/2018
705009.228,3621338.949,97.148,63.516,2,9,0.9,48:50.6,11/29/2018
705008.937,3621338.44,94.141,62.109,2,9,0.9,48:50.8,11/29/2018
705008.59,3621337.834,92.578,61.211,2,9,0.9,48:51.0,11/29/2018
705008.218,3621337.156,90.703,60.312,2,9,0.9,48:51.2,11/29/2018
705007.97,3621336.699,89.727,58.164,2,9,0.9,48:51.4,11/29/2018
705007.709,3621336.215,90.43,59.844,2,9,0.9,48:51.5,11/29/2018
705007.382,3621335.612,91.328,59.023,2,9,0.9,48:51.7,11/29/2018
705007.092,3621335.076,91.25,59.453,2,9,0.9,48:51.9,11/29/2018
705006.765,3621334.492,91.406,58.594,2,9,0.9,48:52.1,11/29/2018
705006.483,3621334.015,90.938,58.125,2,9,0.9,48:52.3,11/29/2018
705006.151,3621333.451,90.273,56.875,2,9,0.9,48:52.5,11/29/2018
705005.768,3621332.801,88.672,56.641,2,9,0.9,48:52.7,11/29/2018
705005.503,3621332.352,86.211,55.586,2,9,0.9,48:52.9,11/29/2018
705005.227,3621331.883,85.469,54.609,2,9,0.9,48:53.1,11/29/2018
705004.911,3621331.339,84.57,54.688,2,9,0.9,48:53.3,11/29/2018
705004.619,3621330.836,83.516,54.219,2,9,0.9,48:53.4,11/29/2018
705004.274,3621330.242,83.164,54.453,2,9,0.9,48:53.7,11/29/2018
705003.986,3621329.745,81.641,52.461,2,9,0.9,48:53.8,11/29/2018
705003.624,3621329.121,80.547,52.539,2,9,0.9,48:54.1,11/29/2018
705003.393,3621328.715,80.117,51.797,2,9,0.9,48:54.2,11/29/2018
705003.014,3621328.048,80.469,53.672,2,9,0.9,48:54.5,11/29/2018
705002.79,3621327.656,81.523,55.391,2,9,0.9,48:54.6,11/29/2018
705002.522,3621327.185,83.125,55.742,2,9,0.9,48:54.8,11/29/2018
705002.161,3621326.551,84.766,54.805,2,9,0.9,48:55.0,11/29/2018
705001.936,3621326.163,85.039,55.82,2,9,0.9,48:55.2,11/29/2018
705001.625,3621325.632,85.195,56.094,2,9,0.9,48:55.4,11/29/2018
705001.36,3621325.181,85.664,56.016,2,9,0.9,48:55.5,11/29/2018
705000.984,3621324.54,85.742,55.664,2,9,0.9,48:55.8,11/29/2018
705000.725,3621324.099,84.453,55.742,2,9,0.9,48:55.9,11/29/2018
705000.391,3621323.53,84.766,54.688,2,9,0.9,48:56.2,11/29/2018
705000.169,3621323.153,83.281,53.711,2,9,0.9,48:56.3,11/29/2018
704999.817,3621322.556,82.812,53.789,2,9,0.9,48:56.5,11/29/2018
704999.599,3621322.184,83.086,53.906,2,9,0.9,48:56.7,11/29/2018
704999.288,3621321.657,84.727,55,2,9,0.9,48:56.9,11/29/2018
704999.016,3621321.194,85.742,55.742,2,9,0.9,48:57.1,11/29/2018
704998.729,3621320.688,87.109,55.742,2,9,0.9,48:57.3,11/29/2018
704998.389,3621320.09,88.984,57.461,2,9,0.9,48:57.5,11/29/2018
704998.198,3621319.754,89.57,58.086,2,9,0.9,48:57.7,11/29/2018
704997.993,3621319.393,91.68,59.922,2,9,0.9,48:57.8,11/29/2018
704997.708,3621318.892,94.219,62.383,2,9,0.9,48:58.0,11/29/2018
704997.469,3621318.479,97.695,65.703,2,9,0.9,48:58.2,11/29/2018
704997.199,3621318.018,100.508,67.5,2,9,0.9,48:58.4,11/29/2018
704996.991,3621317.661,103.516,69.688,2,9,0.9,48:58.6,11/29/2018
704996.746,3621317.242,106.562,70.547,2,9,0.9,48:58.8,11/29/2018
704996.513,3621316.842,111.016,74.219,2,9,0.9,48:58.9,11/29/2018
704996.232,3621316.364,114.219,74.648,2,9,0.9,48:59.2,11/29/2018
704996.01,3621315.988,116.016,76.367,2,9,0.9,48:59.3,11/29/2018
704995.806,3621315.641,117.422,77.227,2,9,0.9,48:59.5,11/29/2018
704995.545,3621315.198,118.438,78.555,2,9,0.9,48:59.7,11/29/2018
704995.342,3621314.854,118.438,79.531,2,9,0.9,48:59.9,11/29/2018
704995.074,3621314.399,119.648,79.531,2,9,0.9,49:00.1,11/29/2018
704994.801,3621313.938,119.961,79.609,2,9,0.9,49:00.3,11/29/2018
704994.557,3621313.525,119.922,79.688,2,9,0.9,49:00.5,11/29/2018
704994.362,3621313.194,118.75,77.969,2,9,0.9,49:00.7,11/29/2018
704994.048,3621312.661,119.062,79.688,2,9,0.9,49:00.9,11/29/2018
704993.84,3621312.31,120.625,89.414,2,9,0.9,49:01.1,11/29/2018
704993.588,3621311.896,120.195,100.234,2,9,0.9,49:01.2,11/29/2018
704993.33,3621311.473,121.328,91.172,2,9,0.9,49:01.4,11/29/2018
704993.006,3621310.942,119.609,82.383,2,9,0.9,49:01.7,11/29/2018
704992.808,3621310.618,115.117,76.328,2,9,0.9,49:01.8,11/29/2018
704992.48,3621310.08,111.836,72.773,2,9,0.9,49:02.0,11/29/2018
704992.247,3621309.694,110.703,73.242,2,9,0.9,49:02.2,11/29/2018
704991.953,3621309.207,112.266,74.062,2,9,0.9,49:02.4,11/29/2018
704991.659,3621308.719,112.891,73.906,2,9,0.9,49:02.6,11/29/2018
704991.42,3621308.322,114.062,74.414,2,9,0.9,49:02.7,11/29/2018
704991.097,3621307.787,114.414,74.727,2,9,0.9,49:02.9,11/29/2018
704990.749,3621307.208,114.336,73.906,2,9,0.9,49:03.2,11/29/2018
704990.474,3621306.746,116.016,75.312,2,9,0.9,49:03.3,11/29/2018
704990.226,3621306.332,116.758,76.758,2,9,0.9,49:03.5,11/29/2018
704989.904,3621305.792,118.516,78.594,2,9,0.9,49:03.7,11/29/2018
704989.617,3621305.313,120.625,79.961,2,9,0.9,49:03.9,11/29/2018
704989.312,3621304.798,121.797,78.711,2,9,0.9,49:04.1,11/29/2018
704989.058,3621304.355,122.734,79.258,2,9,0.9,49:04.3,11/29/2018
704988.737,3621303.796,122.344,79.492,2,9,0.9,49:04.5,11/29/2018
704988.504,3621303.39,121.172,79.023,2,9,0.9,49:04.6,11/29/2018
704988.234,3621302.92,121.406,80.039,2,9,0.9,49:04.8,11/29/2018
704987.934,3621302.396,121.25,79.531,2,9,0.9,49:05.0,11/29/2018
704987.691,3621301.98,120.273,78.672,2,9,0.9,49:05.2,11/29/2018
704987.407,3621301.497,121.445,78.203,2,9,0.9,49:05.4,11/29/2018
704987.157,3621301.07,121.797,78.789,2,9,0.9,49:05.6,11/29/2018
704986.897,3621300.626,121.367,77.969,2,9,0.9,49:05.8,11/29/2018
704986.628,3621300.169,120.117,78.125,2,9,0.9,49:06.0,11/29/2018
704986.359,3621299.705,120.859,78.75,2,9,0.9,49:06.2,11/29/2018
704986.148,3621299.339,120,78.633,2,9,0.9,49:06.4,11/29/2018
704985.885,3621298.884,120,78.398,2,9,0.9,49:06.6,11/29/2018
704985.662,3621298.499,119.023,76.758,2,9,0.9,49:06.7,11/29/2018
704985.389,3621298.026,117.852,75.625,2,9,0.9,49:07.0,11/29/2018
704985.189,3621297.678,117.07,73.867,2,9,0.9,49:07.1,11/29/2018
704984.884,3621297.145,116.641,73.984,2,9,0.9,49:07.4,11/29/2018
704984.689,3621296.803,116.367,74.453,2,9,0.9,49:07.5,11/29/2018
704984.412,3621296.317,115.742,74.922,2,9,0.9,49:07.7,11/29/2018
704984.208,3621295.96,114.531,72.734,2,9,0.9,49:07.9,11/29/2018
704983.897,3621295.455,113.32,71.133,2,9,0.9,49:08.1,11/29/2018
704983.649,3621295.094,112.539,70.117,2,9,0.9,49:08.3,11/29/2018
704983.292,3621294.574,111.211,69.414,2,9,0.9,49:08.5,11/29/2018
704983.062,3621294.239,109.648,70.43,2,9,0.9,49:08.7,11/29/2018
704982.788,3621293.839,109.258,68.867,2,9,0.9,49:08.8,11/29/2018
704982.459,3621293.361,108.008,68.555,2,9,0.9,49:09.0,11/29/2018
704982.253,3621292.972,106.172,68.984,2,9,0.9,49:09.2,11/29/2018
704982.054,3621292.584,105.508,68.789,2,9,0.9,49:09.4,11/29/2018
704981.764,3621292.023,106.172,67.773,2,9,0.9,49:09.6,11/29/2018
704981.601,3621291.707,105.664,66.602,2,9,0.9,49:09.8,11/29/2018
704981.392,3621291.301,104.922,66.25,2,9,0.9,49:10.0,11/29/2018
704981.125,3621290.812,104.336,65.742,2,9,0.9,49:10.2,11/29/2018
704980.907,3621290.427,103.594,64.258,2,9,0.9,49:10.3,11/29/2018
704980.659,3621289.992,103.203,65.43,2,9,0.9,49:10.5,11/29/2018
704980.354,3621289.454,102.305,64.492,2,9,0.9,49:10.8,11/29/2018
704980.116,3621289.035,101.914,63.828,2,9,0.9,49:10.9,11/29/2018
704979.874,3621288.609,101.211,62.461,2,9,0.9,49:11.1,11/29/2018
704979.578,3621288.09,99.922,61.875,2,9,0.9,49:11.3,11/29/2018
704979.391,3621287.761,99.57,62.5,2,9,0.9,49:11.5,11/29/2018
704979.03,3621287.128,100.391,63.594,2,9,0.9,49:11.7,11/29/2018
704978.775,3621286.68,101.133,65.82,2,9,0.9,49:11.9,11/29/2018
704978.539,3621286.268,102.5,65,2,9,0.9,49:12.1,11/29/2018
704978.266,3621285.8,103.086,64.844,2,9,0.9,49:12.3,11/29/2018
704977.94,3621285.239,104.062,65.078,2,9,0.9,49:12.5,11/29/2018
704977.715,3621284.854,104.922,65.938,2,9,0.9,49:12.6,11/29/2018
704977.395,3621284.304,105.039,66.367,2,9,0.9,49:12.8,11/29/2018
704977.087,3621283.774,106.406,68.242,2,9,0.9,49:13.0,11/29/2018
704976.839,3621283.327,106.992,68.164,2,9,0.9,49:13.2,11/29/2018
704976.542,3621282.787,107.539,68.633,2,9,0.9,49:13.4,11/29/2018
704976.295,3621282.338,109.18,69.883,2,9,0.9,49:13.6,11/29/2018
704975.997,3621281.796,110.781,71.328,2,9,0.9,49:13.8,11/29/2018
704975.756,3621281.358,111.406,71.562,2,9,0.9,49:13.9,11/29/2018
704975.442,3621280.79,111.211,72.656,2,9,0.9,49:14.2,11/29/2018
704975.076,3621280.132,109.766,70.078,2,9,0.9,49:14.4,11/29/2018
704974.884,3621279.786,108.047,68.047,2,9,0.9,49:14.5,11/29/2018
704974.53,3621279.149,106.875,67.031,2,9,0.9,49:14.8,11/29/2018
704974.323,3621278.777,106.25,68.086,2,9,0.9,49:14.9,11/29/2018
704974,3621278.193,106.367,67.695,2,9,0.9,49:15.1,11/29/2018
704973.735,3621277.709,105.898,67.969,2,9,0.9,49:15.3,11/29/2018
704973.526,3621277.329,105.586,68.555,2,9,0.9,49:15.5,11/29/2018
704973.268,3621276.859,104.219,66.641,2,9,0.9,49:15.7,11/29/2018
704972.962,3621276.303,103.398,64.883,2,9,0.9,49:15.9,11/29/2018
704972.731,3621275.882,103.086,65.742,2,9,0.9,49:16.0,11/29/2018
704972.408,3621275.318,104.141,65.938,2,9,0.9,49:16.3,11/29/2018
704972.172,3621274.907,105.586,67.539,2,9,0.9,49:16.4,11/29/2018
704971.879,3621274.398,105.859,67.695,2,9,0.9,49:16.6,11/29/2018
704971.619,3621273.947,106.758,68.047,2,9,0.9,49:16.8,11/29/2018
704971.319,3621273.425,106.914,67.773,2,9,0.9,49:17.0,11/29/2018
704971.08,3621273.001,106.055,67.383,2,9,0.9,49:17.2,11/29/2018
704970.799,3621272.5,106.367,68.164,2,9,0.9,49:17.4,11/29/2018
704970.558,3621272.07,107.461,69.297,2,9,0.9,49:17.6,11/29/2018
704970.29,3621271.593,107.109,69.766,2,9,0.9,49:17.8,11/29/2018
704969.969,3621271.021,107.734,69.414,2,9,0.9,49:18.0,11/29/2018
704969.741,3621270.618,106.289,67.578,2,9,0.9,49:18.2,11/29/2018
704969.496,3621270.188,104.922,65.742,2,9,0.9,49:18.3,11/29/2018
704969.229,3621269.721,102.656,64.453,2,9,0.9,49:18.5,11/29/2018
704968.918,3621269.175,100.234,63.164,2,9,0.9,49:18.7,11/29/2018
704968.646,3621268.698,97.109,60.078,2,9,0.9,49:18.9,11/29/2018
704968.42,3621268.274,93.438,57.188,2,9,0.9,49:19.1,11/29/2018
704968.212,3621267.809,88.477,54.219,2,9,0.9,49:19.3,11/29/2018
704967.969,3621267.266,83.75,52.266,2,9,0.9,49:19.5,11/29/2018
704967.719,3621266.71,80.469,49.609,2,9,0.9,49:19.7,11/29/2018
704967.492,3621266.203,77.539,48.516,2,9,0.9,49:19.8,11/29/2018
704967.189,3621265.555,74.414,47.383,2,9,0.9,49:20.1,11/29/2018
704966.996,3621265.228,71.914,44.883,2,9,0.9,49:20.2,11/29/2018
704966.711,3621264.745,69.688,44.375,2,9,0.9,49:20.4,11/29/2018
704966.455,3621264.31,68.203,42.695,2,9,0.9,49:20.6,11/29/2018
704966.159,3621263.807,66.875,42.227,2,9,0.9,49:20.8,11/29/2018
704965.921,3621263.404,66.172,42.109,2,9,0.9,49:21.0,11/29/2018
704965.575,3621262.814,64.922,40.703,2,9,0.9,49:21.2,11/29/2018
704965.307,3621262.356,64.297,41.055,2,9,0.9,49:21.4,11/29/2018
704965.054,3621261.924,63.945,39.219,2,9,0.9,49:21.6,11/29/2018
704964.781,3621261.458,63.945,40.742,2,9,0.9,49:21.7,11/29/2018
704964.461,3621260.911,64.961,40.625,2,9,0.9,49:21.9,11/29/2018
704964.083,3621260.267,63.672,40,2,9,0.9,49:22.2,11/29/2018
704963.77,3621259.734,62.695,39.18,2,9,0.9,49:22.4,11/29/2018
704963.537,3621259.336,60.82,38.828,2,9,0.9,49:22.5,11/29/2018
704963.212,3621258.783,60.664,39.18,2,9,0.9,49:22.7,11/29/2018
704962.956,3621258.346,60.82,39.844,2,9,0.9,49:22.9,11/29/2018
704962.552,3621257.646,61.328,40.039,2,9,0.9,49:23.1,11/29/2018
704962.252,3621257.107,62.734,40.117,2,9,0.9,49:23.3,11/29/2018
704962.037,3621256.721,61.758,39.727,2,9,0.9,49:23.5,11/29/2018
704961.76,3621256.222,61.914,38.438,2,9,0.9,49:23.6,11/29/2018
704961.438,3621255.643,60.703,38.516,2,9,0.9,49:23.8,11/29/2018
704961.087,3621255.014,59.453,38.203,2,9,0.9,49:24.1,11/29/2018
704960.839,3621254.597,59.492,38.711,2,9,0.9,49:24.2,11/29/2018
704960.501,3621254.027,58.516,38.164,2,9,0.9,49:24.4,11/29/2018
704960.193,3621253.506,58.828,39.219,2,9,0.9,49:24.6,11/29/2018
704959.889,3621252.995,58.906,38.828,2,9,0.9,49:24.8,11/29/2018
704959.596,3621252.499,58.672,38.828,2,9,0.9,49:25.0,11/29/2018
704959.248,3621251.903,58.242,38.008,2,9,0.9,49:25.2,11/29/2018
704958.869,3621251.243,58.359,37.969,2,9,0.9,49:25.4,11/29/2018
704958.654,3621250.869,58.359,38.398,2,9,0.9,49:25.5,11/29/2018
704958.389,3621250.407,57.734,37.031,2,9,0.9,49:25.7,11/29/2018
704958.066,3621249.847,56.992,37.148,2,9,0.9,49:25.9,11/29/2018
704957.785,3621249.36,56.445,37.148,2,9,0.9,49:26.1,11/29/2018
704957.494,3621248.863,56.758,37.266,2,9,0.9,49:26.3,11/29/2018
704957.2,3621248.36,57.266,36.328,2,9,0.9,49:26.5,11/29/2018
704956.863,3621247.783,58.203,36.953,2,9,0.9,49:26.7,11/29/2018
704956.582,3621247.304,58.672,38.164,2,9,0.9,49:26.9,11/29/2018
704956.277,3621246.779,58.633,39.18,2,9,0.9,49:27.1,11/29/2018
704956.033,3621246.351,58.047,39.102,2,9,0.9,49:27.2,11/29/2018
704955.718,3621245.796,57.852,38.32,2,9,0.9,49:27.5,11/29/2018
704955.467,3621245.355,58.359,37.891,2,9,0.9,49:27.6,11/29/2018
704955.165,3621244.823,58.203,38.086,2,9,0.9,49:27.8,11/29/2018
704954.899,3621244.356,58.398,39.766,2,9,0.9,49:28.0,11/29/2018
704954.603,3621243.839,60.156,40.234,2,9,0.9,49:28.2,11/29/2018
704954.291,3621243.295,60.391,40,2,9,0.9,49:28.4,11/29/2018
704954.063,3621242.897,59.609,38.945,2,9,0.9,49:28.6,11/29/2018
704953.763,3621242.374,58.164,38.203,2,9,0.9,49:28.8,11/29/2018
704953.467,3621241.858,56.016,36.562,2,9,0.9,49:29.0,11/29/2018
704953.234,3621241.454,55.703,36.328,2,9,0.9,49:29.1,11/29/2018
704952.924,3621240.921,55.352,35.312,2,9,0.9,49:29.4,11/29/2018
704952.614,3621240.388,54.258,34.844,2,9,0.9,49:29.6,11/29/2018
704952.375,3621239.978,54.57,34.922,2,9,0.9,49:29.7,11/29/2018
704952.082,3621239.473,54.883,36.172,2,9,0.9,49:29.9,11/29/2018
704951.825,3621239.029,55.898,35.703,2,9,0.9,49:30.1,11/29/2018
704951.51,3621238.474,55.938,35.586,2,9,0.9,49:30.3,11/29/2018
704951.277,3621238.063,56.25,35.547,2,9,0.9,49:30.5,11/29/2018
